Transaction Date,Post Date,Description,Category,Type,Amount,Memo
02/12/2020,02/13/2020,SQ *KABOB_KING,Food & Drink,Sale,-9.00,
02/12/2020,02/12/2020,AMZN Mktp US*5K0BW5GG3,Shopping,Sale,-36.81,
02/11/2020,02/12/2020,HARRIS TEETER 383,Groceries,Sale,-37.07,
02/11/2020,02/12/2020,SUNRISE CAFE,Food & Drink,Sale,-7.98,
02/10/2020,02/11/2020,SUNRISE CAFE,Food & Drink,Sale,-8.17,
02/09/2020,02/10/2020,UBER   TRIP,Travel,Sale,-6.38,
02/09/2020,02/10/2020,HARRIS TEETER 383,Groceries,Sale,-9.33,
02/09/2020,02/10/2020,UBER   TRIP,Travel,Sale,-6.27,
02/07/2020,02/09/2020,UBER   TRIP,Travel,Sale,-12.98,
02/06/2020,02/07/2020,HARRIS TEETER 383,Groceries,Sale,-18.77,
02/04/2020,02/05/2020,HARRIS TEETER 383,Groceries,Sale,-29.37,
02/02/2020,02/04/2020,M.S.L.,Shopping,Sale,-72.95,
02/02/2020,02/03/2020,UBER   TRIP,Travel,Sale,-4.10,
02/02/2020,02/03/2020,UBER   TRIP,Travel,Sale,-5.15,
02/02/2020,02/03/2020,HARRIS TEETER 383,Groceries,Sale,-57.35,
02/01/2020,02/03/2020,WHOLEFDS SCP #10563,Groceries,Sale,-28.47,
02/01/2020,02/02/2020,UBER   TRIP,Travel,Sale,-8.61,
01/31/2020,02/02/2020,HARRIS TEETER 383,Groceries,Sale,-4.24,
01/30/2020,01/31/2020,ABC*VIDA FITNESS,Health & Wellness,Sale,-114.30,
01/30/2020,01/31/2020,UBER   TRIP,Travel,Sale,-5.07,
01/30/2020,01/31/2020,SUNRISE CAFE,Food & Drink,Sale,-9.63,
01/29/2020,01/30/2020,SQ *KABOB_KING,Food & Drink,Sale,-10.00,
01/29/2020,01/30/2020,CVS/PHARMACY #07102,Health & Wellness,Sale,-22.64,
01/28/2020,01/29/2020,SQ *NASSTA CORP,Food & Drink,Sale,-9.90,
01/14/2020,01/28/2020,FT MERCHANDISE,Shopping,Return,63.33,
01/27/2020,01/28/2020,SUNRISE CAFE,Food & Drink,Sale,-8.35,
01/26/2020,01/28/2020,FT MERCHANDISE,Shopping,Return,53.90,
01/26/2020,01/28/2020,FT MERCHANDISE,Shopping,Return,55.00,
01/26/2020,01/27/2020,UBER   TRIP,Travel,Sale,-7.83,
01/26/2020,01/27/2020,HARRIS TEETER 383,Groceries,Sale,-32.39,
01/25/2020,01/26/2020,XR LLC (ONLINE GOODS),Shopping,Sale,-71.88,
01/26/2020,01/26/2020,UBER   TRIP,Travel,Sale,-7.08,
01/25/2020,01/26/2020,MCDONALD'S F33371,Food & Drink,Sale,-9.65,
01/26/2020,01/26/2020,UBER   TRIP,Travel,Sale,-6.61,
01/25/2020,01/26/2020,UBER   TRIP,Travel,Sale,-5.32,
01/23/2020,01/24/2020,CHIPOTLE 2881,Food & Drink,Sale,-8.75,
01/22/2020,01/24/2020,KRISPY KREME 3509,Food & Drink,Sale,-1.64,
01/23/2020,01/23/2020,UBER   TRIP,Travel,Sale,-5.22,
01/22/2020,01/23/2020,HARRIS TEETER 383,Groceries,Sale,-13.73,
01/21/2020,01/23/2020,WHOLEFDS SCP #10563,Groceries,Sale,-61.41,
01/22/2020,01/23/2020,CVS/PHARMACY #07102,Health & Wellness,Sale,-8.96,
01/21/2020,01/23/2020,FT MERCHANDISE,Shopping,Sale,-53.90,
01/22/2020,01/23/2020,TIMOTHY A PRICE MD PC,Health & Wellness,Sale,-30.00,
01/21/2020,01/22/2020,HARRIS TEETER 383,Groceries,Sale,-21.28,
01/20/2020,01/21/2020,TST* THE BAYOU  - BETHLEH,Food & Drink,Sale,-45.36,
01/21/2020,01/21/2020,UBER   TRIP,Travel,Sale,-6.53,
01/20/2020,01/21/2020,NATIVE,Shopping,Sale,-31.80,
01/19/2020,01/21/2020,MARKETPLACE EVENTS,Shopping,Sale,-21.00,
01/20/2020,01/21/2020,HARRIS TEETER 383,Groceries,Sale,-56.06,
01/18/2020,01/20/2020,BEILERS DONUTS,Groceries,Sale,-2.40,
01/17/2020,01/19/2020,STARBUCKS STORE 10898,Food & Drink,Sale,-4.35,
01/17/2020,01/17/2020,AUTOMATIC PAYMENT - THANK,,Payment,1990.60,
01/15/2020,01/17/2020,M.S.L.,Shopping,Sale,-15.95,
01/15/2020,01/16/2020,AMZN Mktp US*EO0LV6CM3,Shopping,Sale,-29.23,
01/14/2020,01/16/2020,FT MERCHANDISE,Shopping,Sale,-76.22,
01/13/2020,01/14/2020,TIMOTHY A PRICE MD PC,Health & Wellness,Sale,-30.00,
01/13/2020,01/14/2020,TST* HATOBA,Food & Drink,Sale,-15.67,
01/11/2020,01/12/2020,DUE SOUTH,Food & Drink,Sale,-19.25,
01/10/2020,01/12/2020,SQ *KABOB_KING,Food & Drink,Sale,-9.00,
01/09/2020,01/10/2020,SUNRISE CAFE,Food & Drink,Sale,-10.52,
01/08/2020,01/09/2020,SUNRISE CAFE,Food & Drink,Sale,-10.76,
01/06/2020,01/08/2020,KRUBA RESTAURANT,Food & Drink,Sale,-15.41,
01/07/2020,01/08/2020,HARRIS TEETER 383,Groceries,Sale,-40.82,
01/06/2020,01/08/2020,BANANA REPUBLIC ON-LINE,Shopping,Return,51.94,
01/06/2020,01/07/2020,HARRIS TEETER 383,Groceries,Sale,-3.80,
01/06/2020,01/07/2020,HARRIS TEETER 383,Groceries,Sale,-20.62,
01/06/2020,01/07/2020,CVS/PHARMACY #07102,Health & Wellness,Sale,-9.10,
01/04/2020,01/06/2020,WHOLEFDS SCP #10563,Groceries,Sale,-16.51,
01/05/2020,01/06/2020,MMG MEDSTAR PHYSICIANS,Health & Wellness,Sale,-25.00,
01/05/2020,01/06/2020,DUE SOUTH,Food & Drink,Sale,-26.55,
12/31/2019,01/01/2020,SUNRISE CAFE,Food & Drink,Sale,-10.85,
01/01/2020,01/01/2020,APPLE.COM/BILL,Shopping,Sale,-9.99,
